time_utc,time_local,download_bps,upload_bps,ping_ms,isp
2022-09-22 07:41:42+00:00,2022-09-22 03:41:42-04:00,27932054,20746906,13,Cox Business
2022-09-22 08:42:08+00:00,2022-09-22 04:42:08-04:00,27967686,24450506,13,Cox Business
2022-09-22 09:42:31+00:00,2022-09-22 05:42:31-04:00,27951460,19000343,8,Cox Business
2022-09-22 10:47:59+00:00,2022-09-22 06:47:59-04:00,27803479,25411128,6,Cox Business
2022-09-22 11:48:23+00:00,2022-09-22 07:48:23-04:00,28352509,16645791,9,Cox Business
2022-09-22 12:48:51+00:00,2022-09-22 08:48:51-04:00,28187237,28913982,14,Cox Business
2022-09-22 13:54:14+00:00,2022-09-22 09:54:14-04:00,28075655,20002971,13,Cox Business
2022-09-22 14:54:40+00:00,2022-09-22 10:54:40-04:00,28148267,20273500,15,Cox Business
2022-09-22 16:20:07+00:00,2022-09-22 12:20:07-04:00,27633414,17188393,16,Cox Business
2022-09-22 17:20:36+00:00,2022-09-22 13:20:36-04:00,27904481,28630383,13,Cox Business
2022-09-22 18:40:58+00:00,2022-09-22 14:40:58-04:00,28629875,28003021,17,Cox Business
2022-09-22 19:56:21+00:00,2022-09-22 15:56:21-04:00,25097373,26498585,15,Cox Business
2022-09-22 20:56:44+00:00,2022-09-22 16:56:43-04:00,27950579,22388179,14,Cox Business
2022-09-22 22:12:07+00:00,2022-09-22 18:12:07-04:00,26834199,19723476,16,Cox Business
2022-09-22 23:12:34+00:00,2022-09-22 19:12:33-04:00,27705443,19713490,14,Cox Business
2022-09-23 00:12:59+00:00,2022-09-22 20:12:59-04:00,27852131,20189463,18,Cox Business
2022-09-23 01:13:26+00:00,2022-09-22 21:13:26-04:00,27941621,28588579,19,Cox Business
2022-09-23 02:13:49+00:00,2022-09-22 22:13:49-04:00,28300757,21137665,18,Cox Business
2022-09-23 03:19:15+00:00,2022-09-22 23:19:14-04:00,27770561,16036669,17,Cox Business
2022-09-23 04:19:43+00:00,2022-09-23 00:19:43-04:00,28025741,20917029,19,Cox Business
2022-09-23 05:20:09+00:00,2022-09-23 01:20:09-04:00,28151190,18592570,16,Cox Business
2022-09-23 06:20:37+00:00,2022-09-23 02:20:37-04:00,27823281,20206829,15,Cox Business
2022-09-23 07:20:59+00:00,2022-09-23 03:20:59-04:00,28101646,27466135,14,Cox Business
2022-09-23 08:21:21+00:00,2022-09-23 04:21:21-04:00,28099663,23517600,12,Cox Business
2022-09-23 09:26:44+00:00,2022-09-23 05:26:44-04:00,28202197,27416721,14,Cox Business
2022-09-23 10:37:07+00:00,2022-09-23 06:37:07-04:00,27801923,23998755,18,Cox Business
2022-09-23 20:26:05+00:00,2022-09-23 16:26:05-04:00,28111656,21307671,13,Cox Business
2022-09-23 21:36:30+00:00,2022-09-23 17:36:30-04:00,27920556,29776228,13,Cox Business
2022-09-23 22:36:52+00:00,2022-09-23 18:36:52-04:00,27838789,19116782,16,Cox Business
2022-09-23 23:37:18+00:00,2022-09-23 19:37:18-04:00,28242227,19805785,13,Cox Business
2022-09-24 00:45:16+00:00,2022-09-23 20:45:16-04:00,27680732,15641299,13,Cox Business
2022-09-24 01:55:48+00:00,2022-09-23 21:55:48-04:00,28169893,23520271,13,Cox Business
2022-09-24 03:06:13+00:00,2022-09-23 23:06:13-04:00,28321570,27594906,8,Cox Business
2022-09-24 04:06:34+00:00,2022-09-24 00:06:34-04:00,28049247,18929587,6,Cox Business
2022-09-24 05:06:58+00:00,2022-09-24 01:06:58-04:00,28366719,23790215,8,Cox Business
2022-09-24 06:12:22+00:00,2022-09-24 02:12:22-04:00,28020175,23027841,14,Cox Business
2022-09-24 07:12:46+00:00,2022-09-24 03:12:46-04:00,28383089,19659521,13,Cox Business
2022-09-24 08:18:11+00:00,2022-09-24 04:18:11-04:00,28111175,25245134,13,Cox Business
2022-09-24 09:18:34+00:00,2022-09-24 05:18:34-04:00,28113640,22802417,14,Cox Business
2022-09-24 10:19:01+00:00,2022-09-24 06:19:01-04:00,28136277,22527848,13,Cox Business
2022-09-24 11:19:26+00:00,2022-09-24 07:19:26-04:00,28185093,23414091,16,Cox Business
2022-10-11 22:54:33+00:00,2022-10-11 16:54:32-06:00,31689497,30813153,62,Windstream Communications
2022-10-11 23:11:16+00:00,2022-10-11 17:11:16-06:00,32513794,27551615,53,Windstream Communications
2022-10-12 03:12:39+00:00,2022-10-11 21:12:38-06:00,32082477,26849805,60,Windstream Communications
2022-10-12 12:15:17+00:00,2022-10-12 06:15:16-06:00,31375599,22915842,58,Windstream Communications
2022-10-12 15:18:50+00:00,2022-10-12 09:18:50-06:00,29542452,29345393,51,Windstream Communications
2022-10-12 16:19:14+00:00,2022-10-12 10:19:14-06:00,32427004,25972286,52,Windstream Communications
2022-10-13 00:25:01+00:00,2022-10-12 18:25:00-06:00,32582433,28233045,51,Windstream Communications
2022-10-13 01:30:26+00:00,2022-10-12 19:30:26-06:00,31967587,30340468,46,Windstream Communications
2022-10-13 02:55:50+00:00,2022-10-12 20:55:50-06:00,32688041,30209836,49,Windstream Communications
2022-10-13 04:16:15+00:00,2022-10-12 22:16:14-06:00,31153580,29759618,47,Windstream Communications
2022-10-13 05:16:38+00:00,2022-10-12 23:16:38-06:00,32543370,31157833,69,Windstream Communications
2022-10-13 06:22:02+00:00,2022-10-13 00:22:02-06:00,32056261,27260929,48,Windstream Communications
2022-10-13 07:22:26+00:00,2022-10-13 01:22:25-06:00,31938847,26633091,53,Windstream Communications
2022-10-13 08:27:50+00:00,2022-10-13 02:27:50-06:00,31644427,27999576,63,Windstream Communications
2022-10-13 09:38:14+00:00,2022-10-13 03:38:14-06:00,31452671,29659187,53,Windstream Communications
2022-10-13 10:38:37+00:00,2022-10-13 04:38:37-06:00,31268878,28704789,58,Windstream Communications
2022-10-13 12:24:02+00:00,2022-10-13 06:24:01-06:00,31618540,29318515,68,Windstream Communications
2022-10-14 04:14:35+00:00,2022-10-13 22:14:35-06:00,32889482,29739244,33,Windstream Communications
2022-10-14 05:26:42+00:00,2022-10-13 23:26:42-06:00,32100185,29863778,45,Windstream Communications
2022-10-14 06:42:05+00:00,2022-10-14 00:42:05-06:00,32362373,27724966,62,Windstream Communications
2022-10-14 07:52:30+00:00,2022-10-14 01:52:29-06:00,31978586,26245228,52,Windstream Communications
2022-10-14 09:07:54+00:00,2022-10-14 03:07:54-06:00,32483414,29828915,56,Windstream Communications
2022-10-14 10:08:17+00:00,2022-10-14 04:08:17-06:00,32466062,25231579,45,Windstream Communications
2022-10-14 11:13:41+00:00,2022-10-14 05:13:41-06:00,31980828,25999465,52,Windstream Communications
2022-10-14 12:14:05+00:00,2022-10-14 06:14:05-06:00,32286400,26892526,69,Windstream Communications
2022-10-14 13:24:29+00:00,2022-10-14 07:24:29-06:00,32064074,26593998,59,Windstream Communications
2022-11-08 02:42:46+00:00,2022-11-07 21:42:46-05:00,29767915,30472185,19,Spectrum Business
2022-11-08 03:47:57+00:00,2022-11-07 22:47:57-05:00,30201388,30278665,15,Spectrum Business
2022-11-08 04:48:20+00:00,2022-11-07 23:48:20-05:00,30191826,30423016,14,Spectrum Business
2022-11-08 05:48:42+00:00,2022-11-08 00:48:42-05:00,30154411,28045950,22,Spectrum Business
2022-11-08 06:49:05+00:00,2022-11-08 01:49:05-05:00,30142693,30323129,14,Spectrum Business
2022-11-08 07:49:28+00:00,2022-11-08 02:49:28-05:00,30206537,30776596,21,Spectrum Business
2022-11-08 08:49:50+00:00,2022-11-08 03:49:50-05:00,29304790,29931538,28,Spectrum Business
2022-11-08 09:50:12+00:00,2022-11-08 04:50:12-05:00,29472224,30863783,30,Spectrum Business
2022-11-08 10:50:35+00:00,2022-11-08 05:50:34-05:00,28846992,29944860,28,Spectrum Business
2022-11-08 11:50:58+00:00,2022-11-08 06:50:58-05:00,30205053,29244905,29,Spectrum Business
2022-11-08 12:51:20+00:00,2022-11-08 07:51:20-05:00,30115554,29758819,17,Spectrum Business
2022-11-08 13:51:42+00:00,2022-11-08 08:51:42-05:00,30210015,30189424,30,Spectrum Business
2022-11-08 14:52:05+00:00,2022-11-08 09:52:04-05:00,30224413,30032561,31,Spectrum Business
2022-11-08 15:52:28+00:00,2022-11-08 10:52:28-05:00,30092769,29670768,23,Spectrum Business
2022-11-08 16:52:51+00:00,2022-11-08 11:52:50-05:00,30207870,30811223,29,Spectrum Business
2022-11-08 17:53:13+00:00,2022-11-08 12:53:13-05:00,30097808,29408639,26,Spectrum Business
2022-11-08 18:53:35+00:00,2022-11-08 13:53:35-05:00,29362667,27941992,19,Spectrum Business
2022-11-08 19:53:58+00:00,2022-11-08 14:53:58-05:00,30436258,30494188,27,Spectrum Business
2022-11-08 20:54:20+00:00,2022-11-08 15:54:20-05:00,30190480,30306730,26,Spectrum Business
2022-11-08 21:54:42+00:00,2022-11-08 16:54:42-05:00,30068158,30468629,15,Spectrum Business
2022-11-08 22:55:05+00:00,2022-11-08 17:55:05-05:00,30162474,30087285,16,Spectrum Business
2022-11-08 23:55:27+00:00,2022-11-08 18:55:27-05:00,29878957,30646278,23,Spectrum Business
2022-11-09 00:55:50+00:00,2022-11-08 19:55:50-05:00,30273645,30487677,7,Spectrum Business
2022-11-09 01:56:12+00:00,2022-11-08 20:56:12-05:00,30219650,30158209,20,Spectrum Business
2022-11-09 02:56:34+00:00,2022-11-08 21:56:34-05:00,30141596,29887067,20,Spectrum Business
2022-11-09 03:56:56+00:00,2022-11-08 22:56:56-05:00,30157269,29786643,17,Spectrum Business
2022-11-09 04:57:18+00:00,2022-11-08 23:57:18-05:00,29796592,22399851,18,Spectrum Business
2022-11-09 05:57:42+00:00,2022-11-09 00:57:42-05:00,30242184,30583427,22,Spectrum Business
2022-11-09 06:58:04+00:00,2022-11-09 01:58:04-05:00,30116790,30745853,15,Spectrum Business
2022-11-09 07:58:26+00:00,2022-11-09 02:58:26-05:00,30202962,30432793,22,Spectrum Business
2022-11-09 08:58:49+00:00,2022-11-09 03:58:48-05:00,30179439,30560903,28,Spectrum Business
2022-11-09 09:59:11+00:00,2022-11-09 04:59:11-05:00,30115659,30507208,18,Spectrum Business
2022-11-09 10:59:33+00:00,2022-11-09 05:59:33-05:00,30209204,29833956,28,Spectrum Business
2022-11-09 11:59:55+00:00,2022-11-09 06:59:55-05:00,30226063,30570552,23,Spectrum Business
2022-11-09 13:00:17+00:00,2022-11-09 08:00:17-05:00,30245533,30744779,8,Spectrum Business
2022-11-09 14:00:39+00:00,2022-11-09 09:00:39-05:00,30056635,30526301,28,Spectrum Business
2022-11-09 15:01:02+00:00,2022-11-09 10:01:02-05:00,30175125,29831771,28,Spectrum Business
2022-11-09 16:01:25+00:00,2022-11-09 11:01:25-05:00,30181289,29543562,16,Spectrum Business
2022-11-09 17:01:47+00:00,2022-11-09 12:01:46-05:00,30162841,29211640,19,Spectrum Business
2022-11-09 18:02:09+00:00,2022-11-09 13:02:09-05:00,30154014,29878447,29,Spectrum Business
2022-11-09 19:02:31+00:00,2022-11-09 14:02:31-05:00,29897147,29758514,17,Spectrum Business
2022-11-09 20:02:53+00:00,2022-11-09 15:02:53-05:00,30176948,29285855,27,Spectrum Business
2022-11-09 21:08:16+00:00,2022-11-09 16:08:15-05:00,30190325,28384020,16,Spectrum Business
2022-11-09 22:08:37+00:00,2022-11-09 17:08:37-05:00,30064665,29804920,16,Spectrum Business
2022-11-09 23:09:00+00:00,2022-11-09 18:09:00-05:00,30122564,29602724,22,Spectrum Business
2022-11-10 00:09:24+00:00,2022-11-09 19:09:23-05:00,30139334,30567461,16,Spectrum Business
2022-11-10 01:09:46+00:00,2022-11-09 20:09:46-05:00,30178257,30368475,22,Spectrum Business
2022-11-10 02:10:08+00:00,2022-11-09 21:10:08-05:00,29150760,26158619,22,Spectrum Business
2022-11-10 03:10:31+00:00,2022-11-09 22:10:31-05:00,28349992,27046209,14,Spectrum Business
2022-11-10 04:10:53+00:00,2022-11-09 23:10:53-05:00,24853388,25144165,14,Spectrum Business
2022-11-10 05:11:16+00:00,2022-11-10 00:11:15-05:00,30286396,30739423,19,Spectrum Business
2022-11-10 06:11:38+00:00,2022-11-10 01:11:37-05:00,30207926,30538690,8,Spectrum Business
2022-11-10 07:12:01+00:00,2022-11-10 02:12:01-05:00,30169762,30227390,22,Spectrum Business
2022-11-10 08:12:23+00:00,2022-11-10 03:12:23-05:00,30126669,30225252,32,Spectrum Business
2022-11-10 09:12:47+00:00,2022-11-10 04:12:46-05:00,30092497,30105788,18,Spectrum Business
2022-11-10 10:13:09+00:00,2022-11-10 05:13:09-05:00,30131214,30212900,20,Spectrum Business
2022-11-10 11:13:31+00:00,2022-11-10 06:13:31-05:00,30248843,30232330,22,Spectrum Business
2022-11-10 13:15:43+00:00,2022-11-10 08:15:42-05:00,30227338,30556917,17,Spectrum Business
2022-11-10 14:16:05+00:00,2022-11-10 09:16:05-05:00,30203262,30123439,25,Spectrum Business
2022-11-10 15:16:28+00:00,2022-11-10 10:16:28-05:00,30158164,29199651,19,Spectrum Business
2022-11-15 04:40:26+00:00,2022-11-14 23:40:26-05:00,29828732,25777125,17,AT&T Services
2022-11-15 05:40:49+00:00,2022-11-15 00:40:49-05:00,32021454,32668445,15,AT&T Services
2022-11-15 06:41:11+00:00,2022-11-15 01:41:10-05:00,32187157,32066340,19,AT&T Services
2022-11-15 07:41:32+00:00,2022-11-15 02:41:32-05:00,31959442,30488262,12,AT&T Services
2022-11-15 08:41:54+00:00,2022-11-15 03:41:54-05:00,31733829,31554526,17,AT&T Services
2022-11-15 09:42:16+00:00,2022-11-15 04:42:16-05:00,31655548,30848776,18,AT&T Services
2022-11-15 10:42:38+00:00,2022-11-15 05:42:38-05:00,32332835,29868511,12,AT&T Services
2022-11-15 11:43:00+00:00,2022-11-15 06:43:00-05:00,32105949,28383902,19,AT&T Services
2022-11-16 01:57:57+00:00,2022-11-15 20:57:57-05:00,31706240,30994187,18,AT&T Services
2022-11-16 02:58:19+00:00,2022-11-15 21:58:19-05:00,31163948,19703263,17,AT&T Services
2022-11-16 03:58:43+00:00,2022-11-15 22:58:43-05:00,32325841,30623463,18,AT&T Services
2022-11-16 04:59:05+00:00,2022-11-15 23:59:05-05:00,32126466,28426214,17,AT&T Services
2022-11-16 05:59:28+00:00,2022-11-16 00:59:28-05:00,31513275,30571733,18,AT&T Services
2022-11-16 06:59:50+00:00,2022-11-16 01:59:50-05:00,32166184,27099066,17,AT&T Services
2022-11-16 08:05:14+00:00,2022-11-16 03:05:14-05:00,32022700,29862153,12,AT&T Services
2022-11-16 09:10:36+00:00,2022-11-16 04:10:36-05:00,32301512,31089244,17,AT&T Services
2022-11-16 10:10:58+00:00,2022-11-16 05:10:57-05:00,31284233,31950285,18,AT&T Services
2022-11-16 11:11:20+00:00,2022-11-16 06:11:20-05:00,30207251,32034554,24,AT&T Services
2022-11-16 12:11:43+00:00,2022-11-16 07:11:42-05:00,30771111,31237065,24,AT&T Services
2022-11-17 02:50:33+00:00,2022-11-16 21:50:32-05:00,31726192,32769858,30,AT&T Services
2022-11-17 03:50:56+00:00,2022-11-16 22:50:55-05:00,31570410,29739508,26,AT&T Services
2022-11-17 04:51:18+00:00,2022-11-16 23:51:18-05:00,31681165,30161827,15,AT&T Services
2022-11-17 05:51:40+00:00,2022-11-17 00:51:40-05:00,32103459,29301498,20,AT&T Services
2022-11-17 06:52:03+00:00,2022-11-17 01:52:02-05:00,32117194,26403598,43,AT&T Services
2022-11-17 07:52:25+00:00,2022-11-17 02:52:25-05:00,31444427,30991396,27,AT&T Services
2022-11-17 08:52:47+00:00,2022-11-17 03:52:47-05:00,31882103,29977681,43,AT&T Services
2022-11-17 09:53:09+00:00,2022-11-17 04:53:09-05:00,32137167,29533441,23,AT&T Services
2022-11-17 10:53:31+00:00,2022-11-17 05:53:31-05:00,31313703,32892313,16,AT&T Services
2022-11-17 11:53:53+00:00,2022-11-17 06:53:53-05:00,32281151,32600917,28,AT&T Services
2022-11-17 12:54:15+00:00,2022-11-17 07:54:15-05:00,31146472,29289094,18,AT&T Services
2022-11-18 04:32:54+00:00,2022-11-17 23:32:54-05:00,15468761,7837334,10,Brightstar-communications
2022-11-18 05:33:17+00:00,2022-11-18 00:33:16-05:00,15536148,18587229,14,Brightstar-communications
2022-11-18 06:33:40+00:00,2022-11-18 01:33:39-05:00,31581103,17898394,9,Brightstar-communications
2022-11-18 07:34:02+00:00,2022-11-18 02:34:01-05:00,26402072,16926796,12,Brightstar-communications
2022-11-18 08:34:25+00:00,2022-11-18 03:34:25-05:00,26923704,18154785,10,Brightstar-communications
2022-11-18 09:34:48+00:00,2022-11-18 04:34:48-05:00,29744052,17532301,10,Brightstar-communications
2022-11-18 10:35:11+00:00,2022-11-18 05:35:11-05:00,28790671,19036239,11,Brightstar-communications
2022-11-18 11:35:33+00:00,2022-11-18 06:35:33-05:00,26239694,18548321,11,Brightstar-communications
2022-11-18 12:35:55+00:00,2022-11-18 07:35:55-05:00,25975729,19274270,9,Brightstar-communications
2022-11-27 23:07:23+00:00,2022-11-27 18:07:23-05:00,13090180,15911507,22,Summit Broadband
2022-11-28 02:12:26+00:00,2022-11-27 21:12:26-05:00,15855612,14798792,18,Summit Broadband
2022-11-28 03:12:48+00:00,2022-11-27 22:12:48-05:00,15590923,15443914,19,Summit Broadband
2022-11-28 04:13:11+00:00,2022-11-27 23:13:11-05:00,15704216,15769947,22,Summit Broadband
2022-11-28 05:13:33+00:00,2022-11-28 00:13:33-05:00,15679646,14965315,23,Summit Broadband
2022-11-28 06:13:56+00:00,2022-11-28 01:13:55-05:00,15946981,15503230,23,Summit Broadband
2022-11-28 07:14:18+00:00,2022-11-28 02:14:17-05:00,15788774,15463551,12,Summit Broadband
2022-11-28 08:14:40+00:00,2022-11-28 03:14:40-05:00,15647327,16048576,12,Summit Broadband
2022-11-28 09:15:02+00:00,2022-11-28 04:15:02-05:00,15508274,15315653,30,Summit Broadband
2022-11-28 10:15:25+00:00,2022-11-28 05:15:24-05:00,15692842,15779173,31,Summit Broadband
2022-11-28 11:15:47+00:00,2022-11-28 06:15:47-05:00,15716474,16159262,31,Summit Broadband
2022-11-28 12:16:09+00:00,2022-11-28 07:16:09-05:00,15779957,14896807,22,Summit Broadband
2022-11-28 13:16:32+00:00,2022-11-28 08:16:32-05:00,15663505,15638091,17,Summit Broadband
2022-11-28 14:16:55+00:00,2022-11-28 09:16:54-05:00,15802022,16030664,12,Summit Broadband
2022-11-28 15:17:18+00:00,2022-11-28 10:17:17-05:00,15304472,15551856,20,Summit Broadband
2022-11-28 16:17:40+00:00,2022-11-28 11:17:40-05:00,10139995,9523276,24,Summit Broadband
2022-11-28 17:18:03+00:00,2022-11-28 12:18:03-05:00,15745888,16146409,9,Summit Broadband
2022-11-28 18:18:25+00:00,2022-11-28 13:18:25-05:00,15200075,14375566,14,Summit Broadband
2022-11-28 22:25:23+00:00,2022-11-28 17:25:22-05:00,10800570,4975317,12,Summit Broadband
2022-11-28 23:25:50+00:00,2022-11-28 18:25:50-05:00,15804083,16210850,17,Summit Broadband
2022-11-29 00:26:13+00:00,2022-11-28 19:26:13-05:00,15689195,15619569,22,Summit Broadband
2022-11-29 01:26:36+00:00,2022-11-28 20:26:36-05:00,15564090,15719013,16,Summit Broadband
2022-11-29 02:27:00+00:00,2022-11-28 21:26:59-05:00,15776738,2831970,21,Summit Broadband
2022-11-29 03:27:23+00:00,2022-11-28 22:27:23-05:00,13252690,14825495,25,Summit Broadband
2022-11-29 04:27:46+00:00,2022-11-28 23:27:46-05:00,15469078,16067824,14,Summit Broadband
2022-11-29 05:28:08+00:00,2022-11-29 00:28:08-05:00,15930886,14848402,13,Summit Broadband
2022-11-29 06:28:32+00:00,2022-11-29 01:28:32-05:00,15783143,15824728,12,Summit Broadband
2022-11-29 07:28:55+00:00,2022-11-29 02:28:54-05:00,10128407,14456689,13,Summit Broadband
2022-11-29 08:29:17+00:00,2022-11-29 03:29:17-05:00,13238323,8865888,18,Summit Broadband
2022-11-29 09:29:41+00:00,2022-11-29 04:29:40-05:00,10220063,12494554,14,Summit Broadband
2022-11-29 10:35:07+00:00,2022-11-29 05:35:07-05:00,9905717,10362503,8,Summit Broadband
2022-11-29 11:35:31+00:00,2022-11-29 06:35:31-05:00,10024894,11044160,19,Summit Broadband
2022-11-29 12:35:54+00:00,2022-11-29 07:35:54-05:00,9623820,9646619,22,Summit Broadband
2022-11-29 13:36:18+00:00,2022-11-29 08:36:18-05:00,15840679,15547456,8,Summit Broadband
2022-11-29 14:36:40+00:00,2022-11-29 09:36:40-05:00,15557691,15767103,8,Summit Broadband
2022-11-29 15:37:03+00:00,2022-11-29 10:37:02-05:00,15724306,16033593,25,Summit Broadband
2022-11-29 18:00:57+00:00,2022-11-29 13:00:56-05:00,15513368,14464806,17,Summit Broadband
2022-11-30 00:35:41+00:00,2022-11-29 19:35:41-05:00,14505166,3008400,15,Summit Broadband
2022-11-30 03:56:01+00:00,2022-11-29 22:56:00-05:00,8696999,8256237,50,Summit Broadband
2022-11-30 04:56:25+00:00,2022-11-29 23:56:25-05:00,8263283,7326738,22,Summit Broadband
2022-11-30 05:56:48+00:00,2022-11-30 00:56:48-05:00,9444127,5695046,26,Summit Broadband
2022-11-30 06:57:17+00:00,2022-11-30 01:57:16-05:00,9611263,9897948,43,Summit Broadband
2022-11-30 07:57:40+00:00,2022-11-30 02:57:40-05:00,9516570,9074563,23,Summit Broadband
2022-11-30 08:58:03+00:00,2022-11-30 03:58:03-05:00,9700335,8788460,23,Summit Broadband
2022-11-30 09:58:28+00:00,2022-11-30 04:58:28-05:00,10000593,8878133,21,Summit Broadband
2022-11-30 10:58:54+00:00,2022-11-30 05:58:53-05:00,9946791,9896455,13,Summit Broadband
2022-11-30 11:59:20+00:00,2022-11-30 06:59:19-05:00,9038097,9020209,13,Summit Broadband
2022-11-30 12:59:45+00:00,2022-11-30 07:59:45-05:00,8358968,7685271,23,Summit Broadband
2022-11-30 22:34:10+00:00,2022-11-30 17:34:10-05:00,15699393,12029490,19,Summit Broadband
2022-11-30 23:34:33+00:00,2022-11-30 18:34:33-05:00,15435323,16157247,7,Summit Broadband
2022-12-01 00:40:28+00:00,2022-11-30 19:40:27-05:00,15648686,15969620,25,Summit Broadband
2022-12-01 01:40:50+00:00,2022-11-30 20:40:50-05:00,15522469,15149088,13,Summit Broadband
2022-12-01 02:41:14+00:00,2022-11-30 21:41:14-05:00,14310621,12446787,14,Summit Broadband
2022-12-01 04:07:33+00:00,2022-11-30 23:07:33-05:00,15381153,15944898,19,Summit Broadband
2022-12-01 05:07:56+00:00,2022-12-01 00:07:55-05:00,15551759,15690528,7,Summit Broadband
2022-12-01 06:08:19+00:00,2022-12-01 01:08:18-05:00,15786011,14906445,19,Summit Broadband
2022-12-01 07:08:42+00:00,2022-12-01 02:08:42-05:00,15795904,15895017,21,Summit Broadband
2022-12-01 08:09:07+00:00,2022-12-01 03:09:06-05:00,15778757,14989645,23,Summit Broadband
2022-12-01 09:09:29+00:00,2022-12-01 04:09:29-05:00,15837785,15192727,22,Summit Broadband
2022-12-01 10:14:52+00:00,2022-12-01 05:14:52-05:00,15903664,8123964,19,Summit Broadband
2022-12-01 11:15:24+00:00,2022-12-01 06:15:24-05:00,15360790,15000417,21,Summit Broadband
2022-12-01 12:15:46+00:00,2022-12-01 07:15:46-05:00,15864972,13292437,19,Summit Broadband
2022-12-01 13:16:09+00:00,2022-12-01 08:16:08-05:00,15762698,14389479,18,Summit Broadband
2022-12-01 14:16:31+00:00,2022-12-01 09:16:31-05:00,15838079,15179162,17,Summit Broadband
2022-12-01 15:16:54+00:00,2022-12-01 10:16:53-05:00,15880668,15399262,32,Summit Broadband
2022-12-01 16:17:18+00:00,2022-12-01 11:17:16-05:00,15724031,15949014,21,Summit Broadband
2022-12-01 17:17:40+00:00,2022-12-01 12:17:40-05:00,15831211,16594792,17,Summit Broadband
2022-12-01 18:18:02+00:00,2022-12-01 13:18:02-05:00,15917758,15795586,20,Summit Broadband
2022-12-01 19:18:25+00:00,2022-12-01 14:18:25-05:00,10735178,13192963,22,Summit Broadband
2022-12-01 20:18:49+00:00,2022-12-01 15:18:49-05:00,15720297,15377379,21,Summit Broadband
2022-12-01 21:19:11+00:00,2022-12-01 16:19:11-05:00,15748818,14749569,19,Summit Broadband
2022-12-01 22:19:34+00:00,2022-12-01 17:19:34-05:00,15138760,14717179,15,Summit Broadband
2022-12-01 23:19:56+00:00,2022-12-01 18:19:56-05:00,15839330,16310205,15,Summit Broadband
2022-12-02 00:20:19+00:00,2022-12-01 19:20:18-05:00,15776741,15879626,15,Summit Broadband
2022-12-02 01:20:43+00:00,2022-12-01 20:20:42-05:00,13686198,15914639,17,Summit Broadband
2022-12-02 02:21:05+00:00,2022-12-01 21:21:05-05:00,15771314,15520811,29,Summit Broadband
2022-12-02 03:21:28+00:00,2022-12-01 22:21:28-05:00,15662130,9422812,15,Summit Broadband
2022-12-02 04:21:57+00:00,2022-12-01 23:21:57-05:00,14163202,14797745,13,Summit Broadband
2022-12-02 05:22:20+00:00,2022-12-02 00:22:20-05:00,9297905,9497685,18,Summit Broadband
2022-12-02 06:22:44+00:00,2022-12-02 01:22:43-05:00,9784994,13411005,19,Summit Broadband
2022-12-02 07:23:07+00:00,2022-12-02 02:23:07-05:00,11533089,12087010,17,Summit Broadband
2022-12-02 08:23:31+00:00,2022-12-02 03:23:31-05:00,15798971,12018188,29,Summit Broadband
2022-12-02 09:23:53+00:00,2022-12-02 04:23:53-05:00,11155761,5198330,23,Summit Broadband
2022-12-02 10:24:25+00:00,2022-12-02 05:24:25-05:00,15339113,14425685,19,Summit Broadband
2022-12-02 11:24:48+00:00,2022-12-02 06:24:48-05:00,13263722,9103340,19,Summit Broadband
2022-12-02 12:25:10+00:00,2022-12-02 07:25:10-05:00,15741189,9503680,27,Summit Broadband
2022-12-02 13:25:39+00:00,2022-12-02 08:25:39-05:00,11024690,9803623,14,Summit Broadband
2022-12-13 02:21:58+00:00,2022-12-12 21:21:57-05:00,11784583,4332342,42,Cox Business
2022-12-13 03:22:27+00:00,2022-12-12 22:22:27-05:00,12743463,4726588,20,Cox Business
2022-12-13 04:25:37+00:00,2022-12-12 23:25:36-05:00,14160077,4534298,20,Cox Business
2022-12-13 05:26:03+00:00,2022-12-13 00:26:03-05:00,14135480,4586912,16,Cox Business
2022-12-13 06:26:30+00:00,2022-12-13 01:26:29-05:00,13795894,4599413,40,Cox Business
2022-12-13 07:26:56+00:00,2022-12-13 02:26:56-05:00,13454137,4642442,40,Cox Business
2022-12-13 08:27:23+00:00,2022-12-13 03:27:23-05:00,13622936,4631706,37,Cox Business
2022-12-13 09:27:50+00:00,2022-12-13 04:27:50-05:00,14167446,4662593,20,Cox Business
2022-12-13 10:28:16+00:00,2022-12-13 05:28:16-05:00,12067350,4644798,19,Cox Business
2022-12-13 11:28:43+00:00,2022-12-13 06:28:43-05:00,13665861,4465715,24,Cox Business
2022-12-13 12:29:09+00:00,2022-12-13 07:29:09-05:00,13636147,4573710,24,Cox Business
2022-12-13 13:29:36+00:00,2022-12-13 08:29:35-05:00,12583379,4508381,24,Cox Business
2022-12-13 14:35:03+00:00,2022-12-13 09:35:03-05:00,12521382,4671692,25,Cox Business
2022-12-13 15:35:30+00:00,2022-12-13 10:35:30-05:00,13609105,2615472,20,Cox Business
2022-12-13 16:35:53+00:00,2022-12-13 11:35:53-05:00,13324531,4825901,25,Cox Business
2022-12-13 17:36:19+00:00,2022-12-13 12:36:19-05:00,13618148,4696145,23,Cox Business
2022-12-13 18:36:46+00:00,2022-12-13 13:36:46-05:00,13662415,4995935,24,Cox Business
2022-12-13 19:37:10+00:00,2022-12-13 14:37:09-05:00,14388023,4683324,23,Cox Business
